Attrition,Age,DistanceFromHome,Education,EnvironmentSatisfaction,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,NumCompaniesWorked,RelationshipSatisfaction,PerformanceRating,TotalWorkingYears,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,BusinessTravel_Non-Travel,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Human Resources,Department_Research & Development,Department_Sales,Gender_Female,Gender_Male,JobRole_Healthcare Representative,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Divorced,MaritalStatus_Married,MaritalStatus_Single,OverTime_No,OverTime_Yes,Educational_Levels_Bachelors D.,Educational_Levels_College D.,Educational_Levels_Masters D.,Educational_Levels_Phd D.,Educational_Levels_Without College D.
No,38,3,5,4,3,2,3,4317,3,2,4,19,3,3,2,2,2,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False
No,30,18,3,1,3,1,3,2632,1,3,3,5,2,5,4,0,4,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,True,False,False,False,False
No,32,9,2,4,1,2,4,4668,0,4,3,9,4,8,7,0,7,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False
No,30,5,3,4,3,1,1,3204,5,4,3,8,3,3,2,2,2,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False
No,30,2,1,2,2,1,4,2720,0,4,3,6,3,5,3,1,2,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True
No,41,10,3,4,2,4,1,17181,4,2,3,21,2,7,6,7,7,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False
No,41,9,4,3,3,1,1,2238,2,4,4,7,3,5,0,1,4,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False
No,19,3,1,2,3,1,2,1483,1,4,3,1,3,1,0,0,0,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True
No,40,26,3,2,3,2,2,5605,1,1,3,20,3,20,7,2,13,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False
No,35,1,5,3,3,3,2,7295,1,1,3,10,3,10,8,0,6,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False
No,53,6,2,2,3,2,3,2306,2,4,4,13,1,7,7,4,5,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,False,False
No,45,9,3,2,3,2,2,2348,8,3,3,20,1,17,9,0,15,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False
No,32,8,3,2,3,3,4,8998,1,4,3,9,3,9,8,3,7,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,True,False,False,False,False
No,29,1,1,4,3,2,3,4319,1,1,3,10,3,10,7,0,9,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True
No,51,7,4,2,2,2,3,6132,2,3,3,10,3,1,0,0,0,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False
No,58,9,3,2,2,1,2,3346,4,2,4,9,2,1,0,0,0,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,True,False,False,False,False
No,40,4,4,3,2,3,4,10855,7,1,3,15,2,12,11,2,11,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False
No,34,2,4,3,3,1,3,2231,6,4,3,6,3,4,3,1,2,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,False
No,22,19,1,3,3,1,4,2323,1,1,4,2,3,2,2,2,2,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True
No,27,9,3,4,3,1,2,2024,6,4,3,6,1,2,2,2,2,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False
No,28,21,3,3,3,1,4,2713,1,3,3,5,1,5,2,0,2,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,False
No,57,24,2,3,4,3,4,9439,3,2,3,12,1,5,3,1,4,False,False,True,False,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False
No,27,3,3,3,2,1,3,2566,1,4,3,1,2,1,1,0,1,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,True,False,False,False,False
No,50,11,3,3,3,5,2,19926,3,2,3,21,3,5,4,4,4,False,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False
No,41,14,3,1,3,1,3,2451,4,1,3,13,3,9,8,1,8,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False
No,30,5,3,2,3,3,4,9419,2,3,3,12,3,10,9,7,4,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False,False,False,False
No,38,1,4,1,2,2,4,8686,4,3,4,12,4,8,3,0,7,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False
No,32,6,5,3,3,1,3,3038,3,1,4,8,3,5,4,1,4,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False
No,27,17,3,3,3,1,2,3058,0,4,3,6,2,5,2,1,1,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,True,False,False,False,False
Yes,19,1,1,3,1,1,1,2325,0,1,4,1,4,0,0,0,0,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,True
No,36,3,2,4,3,1,2,2088,4,3,3,13,2,8,7,7,2,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False
No,30,9,3,3,3,2,1,3072,1,3,3,12,3,12,9,6,10,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False
No,45,4,2,3,3,2,1,5006,4,1,3,9,4,5,4,0,3,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False
No,56,8,3,3,3,1,1,4257,4,3,3,19,3,2,2,2,2,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,True,False,False,False,False
No,33,2,3,3,3,1,4,2500,0,1,3,4,4,3,1,0,2,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,True,False,False,False,False
Yes,19,2,3,2,2,1,4,1102,1,3,4,1,2,1,0,1,0,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False
No,46,1,2,2,3,3,1,10453,1,3,4,24,3,24,13,15,7,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False
No,38,9,2,3,3,1,4,2288,1,3,3,2,3,2,2,2,1,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False
No,31,12,1,3,3,1,4,3929,8,3,4,7,3,4,2,0,2,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True
No,34,27,2,4,3,1,2,2311,2,4,3,9,3,3,2,1,2,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False
Yes,41,20,2,2,3,1,2,3140,1,4,4,4,2,4,3,0,2,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False,False,False
No,50,1,3,3,2,1,3,3690,2,4,3,5,2,3,2,0,2,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False
No,53,13,2,4,4,2,1,4450,1,3,3,5,3,4,2,1,3,False,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False
No,33,14,3,4,3,1,2,2756,1,4,3,8,3,8,7,1,6,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,False
No,40,4,1,4,3,5,3,19033,1,2,3,21,3,20,8,9,9,False,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True
No,55,14,4,3,4,5,2,18722,8,4,3,36,3,24,15,2,15,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,True,False,False
No,34,2,1,4,2,2,3,9547,1,3,3,10,2,10,9,1,9,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True
No,51,3,3,4,3,4,2,13734,3,3,3,21,3,7,7,1,0,False,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False
No,52,1,4,3,2,5,3,19999,0,1,3,34,3,33,18,11,9,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False
No,27,9,3,4,3,1,2,2279,1,4,3,7,2,7,7,0,3,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,True,False,False,False,False
Yes,35,23,2,2,2,2,3,5916,3,1,3,8,3,1,0,0,1,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False,False
No,43,7,3,4,4,1,4,2089,4,4,3,7,4,5,4,2,2,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False
No,45,2,2,1,2,4,4,16792,9,4,4,22,3,20,8,11,8,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False
No,37,21,3,2,4,1,1,3564,1,1,3,8,2,8,7,1,7,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,True,False,False,False,False
No,35,2,3,2,3,2,2,4425,5,4,3,10,3,6,2,1,2,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False
No,42,21,2,3,3,2,3,5265,2,2,3,11,3,5,3,0,2,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False
No,38,2,4,4,3,2,3,6553,9,2,3,14,3,1,0,0,0,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False
No,38,29,3,4,3,2,4,6261,3,1,3,9,1,7,7,1,7,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False,False
No,27,1,1,3,2,2,1,4298,5,3,3,6,3,2,2,2,0,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True
No,49,18,4,4,3,2,4,6804,1,1,3,7,3,7,7,1,7,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False
No,34,10,4,4,3,1,3,3815,1,4,3,5,4,5,3,2,0,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False
No,40,19,2,3,3,2,4,2741,8,3,3,15,4,7,2,3,7,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False
Yes,38,29,1,2,3,2,1,6673,7,2,3,17,3,1,0,0,0,False,False,True,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True
Yes,29,27,3,2,3,3,4,7639,1,4,4,10,2,10,4,1,9,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False,False,False,False
No,22,5,3,4,4,1,2,2328,1,1,3,4,2,4,2,2,2,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,True,False,False,False,False
No,36,18,1,2,3,1,4,2153,1,1,3,8,3,8,1,1,7,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True
No,40,9,5,4,2,2,4,4876,9,4,3,5,1,3,2,0,2,True,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False
No,46,1,4,4,3,3,1,9396,7,3,3,17,3,4,2,0,3,False,False,True,False,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False
Yes,32,4,4,4,1,3,4,10400,1,3,3,14,2,14,8,9,8,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False
No,30,1,1,3,2,3,3,8474,1,3,4,12,3,11,8,5,8,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True
No,27,20,3,4,3,2,3,9981,1,4,3,7,3,7,7,0,7,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,True,False,False,False,False
No,51,8,4,2,2,3,2,12490,5,4,3,16,1,10,9,4,7,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False
Yes,30,3,3,4,3,1,1,2657,5,3,3,8,3,5,2,0,4,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,True,False,False,False,False
No,41,6,3,4,3,3,4,13591,3,3,3,16,3,1,0,0,0,False,False,True,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False
Yes,30,26,4,3,2,2,1,6696,5,3,3,9,2,6,3,0,1,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False
Yes,29,1,3,3,3,1,3,2058,0,4,3,7,2,6,2,1,5,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,True,False,False,False,False
No,45,6,3,4,2,3,4,8865,6,4,3,23,3,19,7,12,8,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,True,False,False,False,False
No,54,3,3,4,3,2,1,5940,2,4,3,16,3,6,2,0,5,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False,False,False,False
No,36,5,2,4,3,2,2,5914,8,4,3,16,4,13,11,3,7,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False
No,33,4,4,3,2,1,2,2622,6,4,4,7,3,3,2,1,1,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False
No,37,11,3,2,3,3,4,12185,1,3,3,10,3,10,8,0,7,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False
